ObjectID,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
428131,Ola's Exotic Coffee & Tea & Oak & BBQ,Push Cart,8275000,LEAVENWORTH ST: BEACH ST to JEFFERSON ST \ RICHARD HENRY DANA PL (2800 - 2899),2801 LEAVENWORTH ST,0010001,0010,001,13MFF-0082,REQUESTED,African Brewed Coffee & Coffee Beans: Exotic Teas: & Sweets,6007178.42,2122096.664,37.8072779623571,-122.419470839431,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0082&ExportPDF=1&Filename=13MFF-0082_schedule.pdf,,,Mar 15 2013  4:37PM,0,03/15/2014 12:00:00 AM,[37.8072779761115,-122.419470839421]
441725,Let's Be Frank,Push Cart,8393001,LINDEN ST: GOUGH ST to OCTAVIA ST (300 - 399),404 OCTAVIA ST,0817033,0817,033,13MFF-0099,REQUESTED,Hot dogs and chili,6005585.672,2110752.197,37.7760390626659,-122.424175571492,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0099&ExportPDF=1&Filename=13MFF-0099_schedule.pdf,,,Apr  1 2013 12:44PM,0,03/15/2014 12:00:00 AM,[37.7760390764506,-122.424175571482]
427917,Park's Catering,Truck,8483000,LOOMIS ST: BARNEVELD AVE \ MCKINNON AVE to OAKDALE AVE (1 - 99),10 LOOMIS ST,5560100,5560,100,13MFF-0072,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6011237.657,2098889.381,37.7437839233827,-122.40378882961,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0072&ExportPDF=1&Filename=13MFF-0072_schedule.pdf,,04/04/2013 08:44:08 AM,Mar 15 2013 10:24AM,1,03/15/2014 12:00:00 AM,[37.7437839371985,-122.403788829601]
427839,Mini Mobile Food Catering,Truck,8485000,LOOMIS ST: FLOWER ST to WATERLOO ST (120 - 255),491 BAY SHORE BLVD,5598008,5598,008,13MFF-0063,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0063&ExportPDF=1&Filename=13MFF-0063_schedule.pdf,,03/19/2013 02:01:19 PM,Mar 14 2013  2:35PM,1,03/15/2014 12:00:00 AM,
305709,Bombay Blvd.,Truck,8627000,MAIN ST: MARKET ST to MISSION ST (1 - 99),50 MAIN ST,3711018,3711,018,11MFF-0039,REQUESTED,Indian Style: BBQ: Variety of Curries: Rice: Wraps: Breads (Naan: Rotis: Parathas): Desserts: Pizza.  Beverages: Condiments: Indian Soups: Salads & Appetizer Varieties.,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0039&ExportPDF=1&Filename=11MFF-0039_schedule.pdf,,,Mar  7 2011  4:11PM,0,,
426236,"The Sandwich Stand, LLC.",Push Cart,8627000,MAIN ST: MARKET ST to MISSION ST (1 - 99),58 MAIN ST,3711005,3711,005,13MFF-0032,APPROVED,Prepackaged vietnamese sandwich: spring roll: bottle water: can soda,6013902.41,2116435.193,37.792109338609,-122.395803865502,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0032&ExportPDF=1&Filename=13MFF-0032_schedule.pdf,,05/14/2013 02:23:14 PM,Mar  7 2013 11:17AM,0,03/15/2014 12:00:00 AM,[37.7921093523781,-122.395803865492]
429417,Paul's Catering,Truck,8630000,MAIN ST: FOLSOM ST to HARRISON ST (300 - 399),201 FOLSOM ST,3746002,3746,002,13MFF-0095,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015208.504,2114965.067,37.7881452825154,-122.391181919066,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0095&ExportPDF=1&Filename=13MFF-0095_schedule.pdf,,03/25/2013 01:50:03 PM,Mar 25 2013  1:45PM,1,03/15/2014 12:00:00 AM,[37.7881452962883,-122.391181919056]
437219,Natan's Catering,Truck,8694000,MARIN ST: END to MICHIGAN ST (800 - 899),888 MARIN ST,4358007,4358,007,13MFF-0102,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016687.302,2100845.634,37.749458329027,-122.385081339678,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,[37.7494583428374,-122.385081339669]
378900,Bob's Too Catering,Truck,8697000,MARIN ST: TENNESSEE ST to INDIANA ST (1200 - 1399),1398 MARIN ST,4353009,4353,009,12MFF-0103,EXPIRED,Cold Truck: sandwiches: snacks: pastries: candy: cold drinks: and hot drinks,6015438.859,2100827.833,37.7493403133773,-122.389397283836,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0103&ExportPDF=1&Filename=12MFF-0103_schedule.pdf,,06/25/2012 12:47:30 PM,Jun 25 2012 12:41PM,1,03/15/2013 12:00:00 AM,[37.7493403271878,-122.389397283826]
426315,DO UC US Mobile Catering,Truck,8700000,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2590 MARIN ST,4339008,4339,008,13MFF-0033,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6011441.697,2100557.577,37.7483758257779,-122.403200626496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0033&ExportPDF=1&Filename=13MFF-0033_schedule.pdf,,03/08/2013 10:20:17 AM,Mar  8 2013 10:11AM,1,03/15/2014 12:00:00 AM,[37.7483758395894,-122.403200626486]
427926,Park's Catering,Truck,8700000,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,4343001D,4343,001D,13MFF-0072,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6011789.79,2100273.801,37.7476160722331,-122.401976975724,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0072&ExportPDF=1&Filename=13MFF-0072_schedule.pdf,,04/04/2013 08:44:08 AM,Mar 15 2013 10:24AM,1,03/15/2014 12:00:00 AM,[37.7476160860452,-122.401976975714]
428052,May Catering,Truck,8700000,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,4343001D,4343,001D,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6011789.79,2100273.801,37.7476160722331,-122.401976975724,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,[37.7476160860452,-122.401976975714]
342374,Gourmet Kettle Corn,Push Cart,8701000,MARINA BLVD: LAGUNA ST to BEACH ST \ BUCHANAN ST (1 - 99),11 MARINA BLVD,0446003,0446,003,11MFF-0191,REQUESTED,Kettle Corn: Shaved Ice: Soft Pretzels: Churros: Beverages,6003452.592,2121222.819,37.8046680541148,-122.432302427676,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0191&ExportPDF=1&Filename=11MFF-0191_schedule.pdf,,,Dec  5 2011  9:10AM,0,,[37.8046680678717,-122.432302427666]
434619,May Sun Kitchen,Truck,8714000,MARIPOSA ST: TENNESSEE ST to 04TH ST \ MINNESOTA ST (600 - 699),601 MARIPOSA ST,3996013,3996,013,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015331.083,2106187.955,37.7640520899242,-122.390144393988,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.7640521037205,-122.390144393978]
428106,May Catering,Truck,8715000,MARIPOSA ST: 04TH ST \ MINNESOTA ST to INDIANA ST (700 - 799),777 MARIPOSA ST,3997004,3997,004,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015005.349,2106106.834,37.7638112772906,-122.391265350599,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,[37.7638112910871,-122.39126535059]
360509,Fisherman Fred's Catering,Truck,8716000,MARIPOSA ST: INDIANA ST to I-280 N OFF RAMP \ OWENS ST (800 - 899),800 MARIPOSA ST,3944004,3944,004,12MFF-0067,EXPIRED,Cold Truck: Pre-packaged sandwiches: salads: hot dogs: burgers: beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0067&ExportPDF=1&Filename=12MFF-0067_schedule.pdf,,03/14/2012 12:50:48 PM,Mar 14 2012 12:46PM,1,03/15/2013 12:00:00 AM,
434630,May Sun Kitchen,Truck,8717000,MARIPOSA ST: PENNSYLVANIA AVE to MISSISSIPPI ST (1000 - 1099),1040 MARIPOSA ST,3987012,3987,012,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014135.465,2106266.867,37.7642023783019,-122.39428524234,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.764202392098,-122.39428524233]
426335,Sanguchon,Truck,8722000,MARIPOSA ST: ARKANSAS ST to CAROLINA ST (1500 - 1699),1601 MARIPOSA ST,4006005,4006,005,13MFF-0035,APPROVED,Peruvian Food,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0035&ExportPDF=1&Filename=13MFF-0035_schedule.pdf,,05/01/2013 09:44:52 AM,Mar  8 2013 12:33PM,0,03/15/2014 12:00:00 AM,
427601,John's Catering #5,Truck,8731000,MARIPOSA ST: HAMPSHIRE ST to YORK ST (2500 - 2599),2500 MARIPOSA ST,3971001,3971,001,13MFF-0057,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6009782.745,2106182.281,37.7637272136329,-122.40933414879,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0057&ExportPDF=1&Filename=13MFF-0057_schedule.pdf,,03/13/2013 02:46:23 PM,Mar 13 2013  2:15PM,1,03/15/2014 12:00:00 AM,[37.7637272274294,-122.40933414878]
454918,"Del Popolo, LLC.",Truck,8733000,MARIPOSA ST: BRYANT ST to FLORIDA ST (2700 - 2799),2772 MARIPOSA ST,3970004,3970,004,13MFF-0113,APPROVED,Wood Fired Pizzas,6009371.839,2106032.5,37.763292918729,-122.41074477293,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0113&ExportPDF=1&Filename=13MFF-0113_schedule.pdf,,06/17/2013 02:35:04 PM,Jun 14 2013  2:48PM,0,03/15/2014 12:00:00 AM,[37.7632929325259,-122.41074477292]
336448,Ooh La La Lumpia,Push Cart,8737101,MARKET ST: STEUART ST to SPEAR ST (1 - 99) -- SOUTH --,5 THE EMBARCADERO,0234 017,0234,017,11MFF-0142,REQUESTED,Lumpia & Vegetarian Lumpia with dipping sauces: Water,6013916.72,2117244.027,37.7943310032468,-122.395811053023,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0142&ExportPDF=1&Filename=11MFF-0142_schedule.pdf,,,Jul 26 2011  4:33PM,0,03/15/2012 12:00:00 AM,[37.7943310170137,-122.395811053013]
342521,YUMMY Kabobs,Push Cart,8737101,MARKET ST: STEUART ST to SPEAR ST (1 - 99) -- SOUTH --,5 THE EMBARCADERO,0234 017,0234,017,11MFF-0192,REQUESTED,Kabobs: beverages,6013916.72,2117244.027,37.7943310032468,-122.395811053023,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0192&ExportPDF=1&Filename=11MFF-0192_schedule.pdf,,,Dec  6 2011  9:50AM,0,,[37.7943310170137,-122.395811053013]
429100,The Chai Cart,Push Cart,8739201,MARKET ST: MAIN ST to BEALE ST \ DAVIS ST \ PINE ST (214 - 298) -- NORTH --,298 MARKET ST,0264004,0264,004,13MFF-0091,REQUESTED,Indian Chai (Tea),6013552.57,2116844.5,37.7932137316634,-122.397043036718,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0091&ExportPDF=1&Filename=13MFF-0091_schedule.pdf,,,Mar 21 2013  2:19PM,0,03/15/2014 12:00:00 AM,[37.7932137454314,-122.397043036708]
326937,City Dogs,Push Cart,8740101,MARKET ST: BEALE ST \ DAVIS ST \ PINE ST to FREMONT ST \ FRONT ST (301 - 399) -- SOUTH --,333 MARKET ST,3710020,3710,020,11MFF-0100,REQUESTED,Hot Dogs: Nachos: Links: Chili: candies: cookies: water: sodas,6013405.022,2116324.598,37.791777988406,-122.397517086469,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0100&ExportPDF=1&Filename=11MFF-0100_schedule.pdf,,,May 12 2011  3:39PM,0,,[37.7917780021754,-122.397517086459]
320603,Organic ART,Push Cart,8740201,MARKET ST: BEALE ST \ DAVIS ST \ PINE ST to FREMONT ST \ FRONT ST (300 - 398) -- NORTH --,388 MARKET ST,0265003,0265,003,11MFF-0073,REQUESTED,Natural & organic juices,6013220.586,2116488.375,37.7922174103398,-122.398166734167,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0073&ExportPDF=1&Filename=11MFF-0073_schedule.pdf,,,Apr 13 2011  2:19PM,0,,[37.7922174241087,-122.398166734157]
335415,"Kabob Trolley, LLC",Push Cart,8741101,MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (401 - 499) -- SOUTH --,455 MARKET ST,3709012,3709,012,11MFF-0147,SUSPEND,Gyros: Kebabs: soft drinks: and water,6013076.33,2116028.637,37.7909470419234,-122.398633589404,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0147&ExportPDF=1&Filename=11MFF-0147_schedule.pdf,,02/15/2013 04:21:07 PM,Aug  2 2011  3:14PM,0,03/15/2014 12:00:00 AM,[37.7909470556936,-122.398633589394]
429102,The Chai Cart,Push Cart,8742101,MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --,525 MARKET ST,3708056,3708,056,13MFF-0092,REQUESTED,Hot Indian Chai,6012886.778,2115835.7,37.7904067199405,-122.399275886086,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0092&ExportPDF=1&Filename=13MFF-0092_schedule.pdf,,,Mar 21 2013  2:22PM,0,03/15/2014 12:00:00 AM,[37.7904067337112,-122.399275886076]
430427,The Creme Brulee Cart,Push Cart,8742201,MARKET ST: 01ST ST \ BUSH ST to BATTERY ST (500 - 538) -- NORTH --,532 MARKET ST,0290012,0290,012,13MFF-0098,APPROVED,Creme Brulee,6012582.228,2115893.453,37.7905483181832,-122.400333673679,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0098&ExportPDF=1&Filename=13MFF-0098_schedule.pdf,,04/17/2013 11:17:05 AM,Mar 29 2013  8:44AM,1,03/15/2014 12:00:00 AM,[37.7905483319538,-122.400333673669]
427555,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,30735000,MARKET ST: MONTGOMERY ST \ NEW MONTGOMERY ST intersection,2 MONTGOMERY ST,0291007,0291,007,13MFF-0052,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6012142.899,2115481.242,37.7893919761027,-122.401824747121,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0052&ExportPDF=1&Filename=13MFF-0052_schedule.pdf,,05/02/2013 11:03:59 AM,Mar 13 2013 11:39AM,1,03/15/2014 12:00:00 AM,[37.7893919898744,-122.401824747111]
427471,French Creme Brulee,Push Cart,8745201,MARKET ST: 03RD ST \ KEARNY ST to GRANT AVE \ OFARRELL ST (700 - 748) -- NORTH --,720 MARKET ST,0312004,0312,004,13MFF-0042,APPROVED,Creme Brulee: Creme au Chocolat: Creme au Caramel:  Panna Cotta: Mini Cheesecakes: Pumpkin Cake: Salade De Fruits: Crepes with Fruit: Cold Drinks: Ice Cream: Water.,6011475.041,2114841.614,37.7875984155546,-122.404090439434,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0042&ExportPDF=1&Filename=13MFF-0042_schedule.pdf,,03/12/2013 01:23:33 PM,Mar 12 2013  1:17PM,0,03/15/2014 12:00:00 AM,[37.787598429328,-122.404090439424]
427860,Kettle Corn Star,Push Cart,8746103,MARKET ST: YERBA BUENA LN to 04TH ST \ ELLIS ST \ STOCKTON ST (767 - 799) -- SOUTH --,773 MARKET ST,3706096,3706,096,13MFF-0069,APPROVED,Kettle Corn: Funnel Cakes: Lemonade: Beverages: Flan,6011371.872,2114041.468,37.785395638684,-122.404391043746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0069&ExportPDF=1&Filename=13MFF-0069_schedule.pdf,,03/14/2013 03:43:19 PM,Mar 14 2013  3:35PM,0,03/15/2014 12:00:00 AM,[37.7853956524596,-122.404391043736]
426106,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,24892000,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST intersection,800 MARKET ST,0329001,0329,001,13MFF-0025,REQUESTED,Soft pretzels: hot dogs: sausages: chips: popcorn: sodea: coffee: espresso: cappucino: pastries: ice cream: Italian sausages: shish-ka-bob: churros: juice: water: various drinks.,6010729.654,2114081.536,37.7854697464899,-122.406615761073,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0025&ExportPDF=1&Filename=13MFF-0025_schedule.pdf,,,Mar  6 2013  9:05AM,1,03/15/2014 12:00:00 AM,[37.7854697602654,-122.406615761063]
427937,Creme Brulee To Go,Push Cart,8747102,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (801 - 863) -- SOUTH --,801 MARKET ST,3705Z001,3705Z,001,13MFF-0073,APPROVED,Kettle Corn,6010997.434,2113901.46,37.7849902782967,-122.405676628665,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0073&ExportPDF=1&Filename=13MFF-0073_schedule.pdf,,03/15/2013 10:54:39 AM,Mar 15 2013 10:51AM,0,03/15/2014 12:00:00 AM,[37.7849902920726,-122.405676628655]
427170,Kettle Corn Star,Push Cart,8747103,MARKET ST: POWELL ST to 05TH ST \ CYRIL MAGNIN ST (865 - 899) -- SOUTH --,865 MARKET ST,3705 042,3705,042,13MFF-0037,APPROVED,Kettle Corn: Funnel Cakes: Waffles: Lemonade,6010561.591,2113530.347,37.7839469079742,-122.407158344984,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0037&ExportPDF=1&Filename=13MFF-0037_schedule.pdf,,04/04/2013 09:34:01 AM,Mar 11 2013  2:37PM,0,03/15/2014 12:00:00 AM,[37.7839469217512,-122.407158344974]
426107,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,8747202,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (800 - 890) -- NORTH --,870 MARKET ST,0329005,0329,005,13MFF-0026,REQUESTED,Soft pretzels: hot dogs: sausages: chips: popcorn: soda: espresso: cappucino: pastry: ica cream: ices: italian sausage: shish-ka-bob: churros: juice: water: various drinks,6010493.859,2113955.658,37.7851109204478,-122.407422668277,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0026&ExportPDF=1&Filename=13MFF-0026_schedule.pdf,,,Mar  6 2013  9:08AM,1,03/15/2014 12:00:00 AM,[37.7851109342236,-122.407422668267]
426154,Creme Brulee To Go,Push Cart,8747202,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (800 - 890) -- NORTH --,870 MARKET ST,0329005,0329,005,13MFF-0029,APPROVED,Kettle Corn,6010493.859,2113955.658,37.7851109204478,-122.407422668277,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0029&ExportPDF=1&Filename=13MFF-0029_schedule.pdf,,03/15/2013 10:44:49 AM,Mar  6 2013 12:49PM,0,03/15/2014 12:00:00 AM,[37.7851109342236,-122.407422668267]
334914,"Kabob Trolley, LLC",Push Cart,8748101,MARKET ST: 05TH ST \ CYRIL MAGNIN ST to MASON ST \ TURK ST (901 - 941) -- SOUTH --,901 MARKET ST,3704001,3704,001,11MFF-0175,REQUESTED,Kebab: Halal Gyros: Grilled Halal Meat: Beverages,6010303.105,2113361.952,37.7834700660829,-122.408040736138,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0175&ExportPDF=1&Filename=11MFF-0175_schedule.pdf,,,Sep 26 2011  1:06PM,0,,[37.7834700798603,-122.408040736128]
434623,May Sun Kitchen,Truck,8754101,MARKET ST: 10TH ST \ FELL ST \ POLK ST to 11TH ST (1401 - 1455) -- SOUTH --,1411 MARKET ST,3507041,3507,041,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6007585.376,2110633.378,37.7758255197583,-122.417249626643,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.7758255335431,-122.417249626633]
